year,IPC1,IPC2
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,0.0,0.0
1881,0.0,0.0
1882,0.0,0.0
1883,0.0,0.0
1884,0.0,0.0
1885,0.0,0.0
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,0.0,0.0
1897,0.0,0.0
1898,0.0,0.0
1899,0.0,0.0
1900,0.0,0.0
1901,0.0,0.0
1902,0.0,0.0
1903,0.0,0.0
1904,0.0,0.0
1905,0.0,0.0
1906,0.0,0.0
1907,0.0,0.0
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,0.0
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,0.0,0.0
1921,0.0,0.0
1922,0.0,0.0
1923,0.0,0.0
1924,0.0,0.0
1925,0.0,0.0
1926,0.0,0.0
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,0.0,0.0
1931,0.0,0.0
1932,0.0,0.0
1933,0.0,0.0
1934,0.0,0.0
1935,0.0,0.0
1936,0.0,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,0.0,0.0
1948,0.0,0.0
1949,0.0,0.0
1950,0.021,0.00065
1951,0.0303,0.00102
1952,0.0371,0.00135
1953,0.0327,0.00127
1954,0.0356,0.00149
1955,0.0342,0.00152
1956,0.0464,0.00218
1957,0.0498,0.0024700000000000004
1958,0.0571,0.00299
1959,0.0479,0.00318
1960,0.0422,0.00294
1961,0.0394,0.00287
1962,0.06470000000000001,0.00492
1963,0.0704,0.00557
1964,0.076,0.00625
1965,0.08159999999999999,0.00697
1966,0.06470000000000001,0.00574
1967,0.0901,0.00827
1968,0.09570000000000001,0.009089999999999999
1969,0.124,0.012199999999999999
1970,0.09570000000000001,0.009800000000000001
1971,0.115,0.01
1972,0.09290000000000001,0.0104
1973,0.124,0.0107
1974,0.115,0.011
1975,0.141,0.0112
1976,0.141,0.0108
1977,0.152,0.011
1978,0.149,0.0109
1979,0.155,0.0111
1980,0.16,0.0112
1981,0.16,0.011300000000000001
1982,0.158,0.0119
1983,0.158,0.012199999999999999
1984,0.166,0.0116
1985,0.138,0.0119
1986,0.144,0.0127
1987,0.152,0.014199999999999999
1988,0.0507,0.013900000000000001
1989,0.0788,0.0143
1990,0.29,0.0144
1991,0.296,0.0157
1992,0.312,0.0156
1993,0.31,0.0156
1994,0.314,0.016399999999999998
1995,0.322,0.0169
1996,0.33,0.0176
1997,0.333,0.0185
1998,0.337,0.0188
1999,0.36,0.0195
2000,0.305,0.020399999999999998
2001,0.372,0.0212
2002,0.472,0.022
2003,0.552,0.0222
2004,0.6,0.0238
2005,0.625,0.0247
2006,0.656,0.0254
2007,0.755,0.026199999999999998
2008,0.593,0.027
2009,0.798,0.027899999999999998
2010,0.811,0.0292
2011,0.809,0.0314
2012,1.13,0.0861
2013,1.35,0.104
2014,1.43,0.113
2015,1.59,0.121
2016,1.62,0.134
2017,1.55,0.175
2018,1.56,0.184
2019,1.46,0.202
2020,1.44,0.195
2021,1.46,0.243
2022,1.65,0.244
2023,1.62,0.245
