year,IPC4,IPCMAG
1911,1.24e-05,3.19e-06
1912,1.24e-05,3.2000000000000003e-06
1913,1.24e-05,3.21e-06
1914,1.25e-05,3.22e-06
1915,1.25e-05,3.22e-06
1916,1.25e-05,3.23e-06
1917,1.26e-05,3.24e-06
1918,1.26e-05,3.25e-06
1919,1.26e-05,3.2599999999999997e-06
1920,1.2699999999999999e-05,3.2599999999999997e-06
1921,1.2699999999999999e-05,3.27e-06
1922,1.2699999999999999e-05,3.28e-06
1923,1.2800000000000001e-05,3.29e-06
1924,1.2800000000000001e-05,3.3e-06
1925,1.2800000000000001e-05,3.31e-06
1926,1.2800000000000001e-05,3.31e-06
1927,1.29e-05,3.32e-06
1928,1.29e-05,3.33e-06
1929,1.29e-05,3.34e-06
1930,1.3e-05,3.35e-06
1931,1.3e-05,3.36e-06
1932,1.3e-05,3.3700000000000003e-06
1933,1.31e-05,3.3700000000000003e-06
1934,1.31e-05,3.3800000000000002e-06
1935,1.31e-05,3.3899999999999997e-06
1936,1.32e-05,3.47e-06
1937,1.32e-05,3.56e-06
1938,1.32e-05,3.64e-06
1939,1.33e-05,3.73e-06
1940,1.33e-05,3.81e-06
1941,1.33e-05,3.9e-06
1942,1.34e-05,3.98e-06
1943,1.34e-05,4.07e-06
1944,1.34e-05,4.16e-06
1945,1.35e-05,4.24e-06
1946,1.35e-05,4.33e-06
1947,1.35e-05,4.42e-06
1948,1.3599999999999999e-05,4.51e-06
1949,1.3599999999999999e-05,4.6e-06
1950,1.3700000000000001e-05,4.69e-06
1951,1.32e-05,4.6e-06
1952,1.31e-05,4.64e-06
1953,1.32e-05,4.77e-06
1954,1.3599999999999999e-05,4.96e-06
1955,1.4e-05,5.199999999999999e-06
1956,1.45e-05,5.47e-06
1957,1.4999999999999999e-05,5.74e-06
1958,1.55e-05,6.01e-06
1959,1.59e-05,6.27e-06
1960,1.63e-05,6.51e-06
1961,1.66e-05,4.6e-06
1962,1.6899999999999997e-05,4.6e-06
1963,1.7e-05,3.3e-06
1964,1.6899999999999997e-05,1.3e-05
1965,1.68e-05,1.2699999999999999e-05
1966,1.6400000000000002e-05,1.2699999999999999e-05
1967,1.58e-05,1.2699999999999999e-05
1968,1.52e-05,1.29e-05
1969,1.46e-05,1.31e-05
1970,1.4200000000000001e-05,1.32e-05
1971,1.4e-05,1.34e-05
1972,1.4e-05,1.3599999999999999e-05
1973,1.3899999999999999e-05,1.3899999999999999e-05
1974,1.3599999999999999e-05,1.4200000000000001e-05
1975,1.33e-05,1.45e-05
1976,1.2800000000000001e-05,1.3599999999999999e-05
1977,1.23e-05,1.3700000000000001e-05
1978,1.17e-05,1.49e-05
1979,1.1e-05,1.52e-05
1980,1.0500000000000001e-05,1.56e-05
1981,9.990000000000001e-06,1.6e-05
1982,9.58e-06,1.63e-05
1983,9.220000000000002e-06,1.67e-05
1984,8.91e-06,1.52e-05
1985,8.6e-06,1.52e-05
1986,8.32e-06,1.52e-05
1987,8.040000000000001e-06,1.52e-05
1988,7.79e-06,1.52e-05
1989,7.57e-06,1.52e-05
1990,7e-06,1.52e-05
1991,6.799999999999999e-06,1.52e-05
1992,6.7e-06,1.52e-05
1993,6.6e-06,1.52e-05
1994,6.6e-06,1.52e-05
1995,6.6e-06,1.52e-05
1996,6.6e-06,1.52e-05
1997,6.7e-06,1.52e-05
1998,6.799999999999999e-06,1.52e-05
1999,6.799999999999999e-06,1.52e-05
2000,6.7e-06,1.52e-05
2001,6.5e-06,1.52e-05
2002,6.2e-06,1.52e-05
2003,5.9e-06,1.52e-05
2004,5.5e-06,1.52e-05
2005,5.199999999999999e-06,1.52e-05
2006,5.1e-06,1.52e-05
2007,5e-06,1.52e-05
2008,4.9e-06,1.52e-05
2009,4.9e-06,1.52e-05
2010,5e-06,1.52e-05
2011,5e-06,1.52e-05
2012,5.1e-06,1.52e-05
2013,5.199999999999999e-06,1.52e-05
2014,5.3e-06,1.52e-05
2015,5.4e-06,1.52e-05
2016,5.6e-06,1.52e-05
2017,5.6e-06,1.52e-05
2018,5.7000000000000005e-06,1.52e-05
2019,5.5e-06,1.52e-05
2020,5.5e-06,1.52e-05
2021,5.69e-06,1.52e-05
2022,5.75e-06,1.52e-05
