year,IPC1,IPC2
1750,0.0,0.000136
1751,0.0,0.000136
1752,0.0,0.000136
1753,0.0,0.000136
1754,0.0,0.00013700000000000002
1755,0.0,0.00013700000000000002
1756,0.0,0.00013700000000000002
1757,0.0,0.00013700000000000002
1758,0.0,0.00013700000000000002
1759,0.0,0.00013700000000000002
1760,0.0,0.00013700000000000002
1761,0.0,0.00013700000000000002
1762,0.0,0.00013700000000000002
1763,0.0,0.00013700000000000002
1764,0.0,0.00013700000000000002
1765,0.0,0.00013700000000000002
1766,0.0,0.00013700000000000002
1767,0.0,0.00013700000000000002
1768,0.0,0.00013700000000000002
1769,0.0,0.00013700000000000002
1770,0.0,0.00013700000000000002
1771,0.0,0.00013700000000000002
1772,0.0,0.00013700000000000002
1773,0.0,0.00013700000000000002
1774,0.0,0.00013700000000000002
1775,0.0,0.00013800000000000002
1776,0.0,0.00013800000000000002
1777,0.0,0.00013800000000000002
1778,0.0,0.00013800000000000002
1779,0.0,0.00013800000000000002
1780,0.0,0.00013800000000000002
1781,0.0,0.00013800000000000002
1782,0.0,0.00013800000000000002
1783,0.0,0.00013800000000000002
1784,0.0,0.00013800000000000002
1785,0.0,0.00013800000000000002
1786,0.0,0.00013800000000000002
1787,0.0,0.00013800000000000002
1788,0.0,0.00013800000000000002
1789,0.0,0.00013800000000000002
1790,0.0,0.00013800000000000002
1791,0.0,0.00013800000000000002
1792,0.0,0.00013800000000000002
1793,0.0,0.00013800000000000002
1794,0.0,0.00013800000000000002
1795,0.0,0.00013800000000000002
1796,0.0,0.00013800000000000002
1797,0.0,0.00013900000000000002
1798,0.0,0.00013900000000000002
1799,0.0,0.00013900000000000002
1800,0.0,0.00013900000000000002
1801,0.0,0.00013900000000000002
1802,0.0,0.00013900000000000002
1803,0.0,0.00013900000000000002
1804,0.0,0.00013900000000000002
1805,0.0,0.00013900000000000002
1806,0.0,0.00013900000000000002
1807,0.0,0.00013900000000000002
1808,0.0,0.00013900000000000002
1809,0.0,0.00013900000000000002
1810,0.0,0.00013900000000000002
1811,0.0,0.00013900000000000002
1812,0.0,0.00013900000000000002
1813,0.0,0.00013900000000000002
1814,0.0,0.00014000000000000001
1815,0.0,0.00014000000000000001
1816,0.0,0.00014000000000000001
1817,0.0,0.00014000000000000001
1818,0.0,0.00014000000000000001
1819,0.0,0.00014000000000000001
1820,0.0,0.00014000000000000001
1821,0.0,0.00014000000000000001
1822,0.0,0.00014099999999999998
1823,0.0,0.00014099999999999998
1824,0.0,0.00014099999999999998
1825,0.0,0.00014099999999999998
1826,0.0,0.00014099999999999998
1827,0.0,0.00014099999999999998
1828,0.0,0.00014099999999999998
1829,0.0,0.00014099999999999998
1830,0.0,0.00014099999999999998
1831,0.0,0.00014199999999999998
1832,0.0,0.00014199999999999998
1833,0.0,0.00014199999999999998
1834,0.0,0.00014199999999999998
1835,0.0,0.00014199999999999998
1836,0.0,0.00014199999999999998
1837,0.0,0.00014199999999999998
1838,0.0,0.00014199999999999998
1839,0.0,0.00014299999999999998
1840,0.0,0.00014299999999999998
1841,0.0,0.00014299999999999998
1842,0.0,0.00014299999999999998
1843,0.0,0.00014299999999999998
1844,0.0,0.00014299999999999998
1845,0.0,0.00014299999999999998
1846,0.0,0.00014299999999999998
1847,0.0,0.00014299999999999998
1848,0.0,0.00014399999999999998
1849,0.0,0.00014399999999999998
1850,0.0,0.00014399999999999998
1851,0.0,0.00014399999999999998
1852,0.0,0.00014399999999999998
1853,0.0,0.00014399999999999998
1854,0.0,0.00014399999999999998
1855,0.0,0.00014399999999999998
1856,0.0,0.000145
1857,0.0,0.000145
1858,0.0,0.000145
1859,0.0,0.000145
1860,0.0,0.000145
1861,0.0,0.000145
1862,0.0,0.000146
1863,0.0,0.000146
