year,IPC1,IPC2
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,0.0,0.0
1881,0.0,0.0
1882,0.0,0.0
1883,0.0,0.0
1884,0.0,0.0
1885,0.0,0.0
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,0.0,0.0
1897,0.0,0.0
1898,0.0,0.0
1899,0.0,0.0
1900,0.0,0.0
1901,0.0,0.0
1902,0.0,0.0
1903,0.0,0.0
1904,0.0,0.0
1905,0.0,0.0
1906,0.0,0.0
1907,0.0,0.0
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,0.0
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,0.0,0.0
1921,0.0,0.0
1922,0.0,0.0
1923,0.0,0.0
1924,0.0,0.0
1925,0.0,0.0
1926,0.0,0.0
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,0.0,0.0
1931,0.0,0.0
1932,0.0,0.0
1933,0.0,0.0
1934,0.0,0.0
1935,0.0,0.0
1936,0.0,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,0.0,0.0
1948,0.0,0.0
1949,0.0,0.0
1950,0.0434,0.000518
1951,0.0626,0.0008070000000000001
1952,0.0768,0.00106
1953,0.0677,0.000999
1954,0.0737,0.00116
1955,0.0707,0.00117
1956,0.096,0.0016799999999999999
1957,0.103,0.0019
1958,0.118,0.00228
1959,0.099,0.0024100000000000002
1960,0.088,0.0022400000000000002
1961,0.088,0.00235
1962,0.0733,0.00204
1963,0.0733,0.00213
1964,0.0733,0.00221
1965,0.088,0.00276
1966,0.0843,0.0027400000000000002
1967,0.0917,0.00309
1968,0.183,0.0064
1969,0.187,0.00674
1970,0.209,0.0049900000000000005
1971,0.183,0.005019999999999999
1972,0.169,0.0052
1973,0.161,0.0052699999999999995
1974,0.114,0.00541
1975,0.103,0.00535
1976,0.128,0.0053
1977,0.128,0.00536
1978,0.147,0.00531
1979,0.103,0.00555
1980,0.106,0.0056500000000000005
1981,0.136,0.005889999999999999
1982,0.143,0.00636
1983,0.147,0.00644
1984,0.15,0.0065
1985,0.161,0.0066500000000000005
1986,0.161,0.006900000000000001
1987,0.26,0.00799
1988,0.231,0.00808
1989,0.249,0.008039999999999999
1990,0.183,0.00723
1991,0.191,0.00751
1992,0.194,0.0074800000000000005
1993,0.198,0.0077
1994,0.209,0.00792
1995,0.209,0.00809
1996,0.213,0.00841
1997,0.216,0.0085
1998,0.22,0.00866
1999,0.231,0.0088
2000,0.235,0.009130000000000001
2001,0.246,0.00933
2002,0.242,0.009460000000000001
2003,0.224,0.009519999999999999
2004,0.22,0.00974
2005,0.216,0.009800000000000001
2006,0.227,0.01
2007,0.231,0.0103
2008,0.165,0.010199999999999999
2009,0.161,0.0104
2010,0.169,0.011
2011,0.187,0.011300000000000001
2012,0.191,0.011300000000000001
2013,0.117,0.011
2014,0.125,0.011300000000000001
2015,0.18,0.0116
2016,0.198,0.011800000000000001
2017,0.216,0.0121
2018,0.22,0.0123
2019,0.227,0.0126
2020,0.238,0.00975
2021,0.2,0.00992
2022,0.219,0.0101
2023,0.223,0.0103
